"refseq_gene_id","ensembl_gene_id","external_gene_name","entrezgene"
"NR_035432","ENSMUSG00000084516","Mir1902",NA
"NR_035433","ENSMUSG00000104797","Mir1897",NA
"NR_035434","ENSMUSG00000084728","Mir1905",NA
"NR_035435","ENSMUSG00000084564","Mir1895",NA
"NR_035436","ENSMUSG00000084523","Mir1903",NA
"NR_035437","ENSMUSG00000084747","Mir1899",NA
"NR_035438","ENSMUSG00000084663","Mir1900",NA
"NR_035439","ENSMUSG00000106344","Mir1892",NA
"NR_035440","ENSMUSG00000084535","Mir1906-1",NA
"NR_035441","ENSMUSG00000084590","Mir1896",NA
"NR_035442","ENSMUSG00000084651","Mir1904",NA
"NR_035443","ENSMUSG00000084592","Mir1898",NA
"NR_035444","ENSMUSG00000084458","Mir1907",NA
"NR_035445","ENSMUSG00000084751","Mir1894",NA
"NR_035446","ENSMUSG00000084514","Mir1893",NA
"NR_035447","ENSMUSG00000084565","Mir1901",NA
"NR_035448","ENSMUSG00000089204","Mir1927",NA
"NR_035449","ENSMUSG00000087820","Mir1928",NA
"NR_035450","ENSMUSG00000089260","Mir1929",NA
"NR_035451","ENSMUSG00000089424","Mir1930",NA
"NR_035452","ENSMUSG00000089214","Mir1931",NA
"NR_035453","ENSMUSG00000088015","Mir1932",NA
"NR_035454","ENSMUSG00000089555","Mir1933",NA
"NR_035455","ENSMUSG00000088752","Mir1934",NA
"NR_035457","ENSMUSG00000089324","Mir1936",NA
"NR_035459","ENSMUSG00000089371","Mir1938",NA
"NR_035462","ENSMUSG00000088459","Mir1941",NA
"NR_035463","ENSMUSG00000087899","Mir1942",NA
"NR_035464","ENSMUSG00000088901","Mir1943",NA
"NR_035466","ENSMUSG00000088544","Mir1945",NA
"NR_035467","ENSMUSG00000080452","Mir1306",NA
"NR_035468","ENSMUSG00000088985","Mir1946a",NA
"NR_035469","ENSMUSG00000088860","Mir1947",NA
"NR_035471","ENSMUSG00000087950","Mir1948",NA
"NR_035472","ENSMUSG00000105743","Mir1949",NA
"NR_035473","ENSMUSG00000089151","Mir1950",NA
"NR_035474","ENSMUSG00000089570","Mir669m-1",NA
"NR_035475","ENSMUSG00000088980","Mir669m-2",NA
"NR_035476","ENSMUSG00000088606","Mir1951",NA
"NR_035477","ENSMUSG00000088983","Mir1952",NA
"NR_035478","ENSMUSG00000088491","Mir1953",NA
"NR_035479","ENSMUSG00000093336","Mir1954",NA
"NR_035480","ENSMUSG00000088639","Mir1955",NA
"NR_035481","ENSMUSG00000088373","Mir1956",NA
"NR_035483","ENSMUSG00000088552","Mir1957a",NA
"NR_035484","ENSMUSG00000087844","Mir1958",NA
"NR_035486","ENSMUSG00000088113","Mir1960",NA
"NR_035487","ENSMUSG00000089268","Mir1961",NA
"NR_035488","ENSMUSG00000088141","Mir1962",NA
"NR_035489","ENSMUSG00000089219","Mir1963",NA
"NR_035490","ENSMUSG00000089139","Mir1964",NA
"NR_035492","ENSMUSG00000089432","Mir1966",NA
"NR_035493","ENSMUSG00000088414","Mir1967",NA
"NR_035494","ENSMUSG00000088054","Mir1968",NA
"NR_035495","ENSMUSG00000088248","Mir1969",NA
"NR_035496","ENSMUSG00000088478","Mir1946b",NA
"NR_035497","ENSMUSG00000088464","Mir1970",NA
"NR_035499","ENSMUSG00000087932","Mir1971",NA
"NR_035500","ENSMUSG00000088148","Mir1983",NA
"NR_035501","ENSMUSG00000104618","Mir1839",NA
"NR_035502","ENSMUSG00000088559","Mir1981",NA
"NR_035503","ENSMUSG00000087993","Mir1982",NA
"NR_035516","ENSMUSG00000089406","Mir2136",NA
"NR_035517","ENSMUSG00000089357","Mir2137",NA
"NR_035519","ENSMUSG00000089294","Mir2139",NA
"NR_035526","ENSMUSG00000087855","Mir432",NA
"NR_035527","ENSMUSG00000076333","Mir599",NA
"NR_035528","ENSMUSG00000076455","Mir767",NA
"NR_035529","ENSMUSG00000105770","Mir664",NA
"NR_036449","ENSMUSG00000050765","Gm5084",NA
"NR_036451","ENSMUSG00000114382","AC130217.1",NA
"NR_036452","ENSMUSG00000051832","E230016K23Rik",NA
"NR_036453","ENSMUSG00000051832","E230016K23Rik",NA
"NR_036456","ENSMUSG00000044522","A730020M07Rik",NA
"NR_036457","ENSMUSG00000044522","A730020M07Rik",NA
"NR_036459","ENSMUSG00000047828","A730018C14Rik",NA
"NR_036469","ENSMUSG00000085912","Trp53cor1",NA
"NR_036582","ENSMUSG00000035640","Cbarp",100503659
"NR_036588","ENSMUSG00000110340","1600027J07Rik",NA
"NR_036591","ENSMUSG00000101334","1700028M03Rik",NA
"NR_036593","ENSMUSG00000092066","1700121N20Rik",NA
"NR_036594","ENSMUSG00000100891","2810049E08Rik",NA
"NR_036596","ENSMUSG00000113463","4930520P13Rik",NA
"NR_036598","ENSMUSG00000113056","6030440G07Rik",NA
"NR_036602","ENSMUSG00000085037","4933421O10Rik",NA
"NR_036606","ENSMUSG00000078957","1700060C20Rik",NA
"NR_036607","ENSMUSG00000079076","Gm3086",NA
"NR_036613","ENSMUSG00000071172","Srsf3",20383
"NR_036629","ENSMUSG00000044083","Efcab8",NA
"NR_036630","ENSMUSG00000062132","Arhgap33os",NA
"NR_036631","ENSMUSG00000108043","Zim3",NA
"NR_036696","ENSMUSG00000106779","Gm8579",NA
"NR_037145","ENSMUSG00000041718","Alg13",67574
"NR_037153","ENSMUSG00000022617","Chkb",12651
"NR_037189","ENSMUSG00000070465","Gm9696",NA
"NR_037190","ENSMUSG00000047347","Tdg-ps",NA
"NR_037204","ENSMUSG00000080356","Mir1247",NA
"NR_037205","ENSMUSG00000093122","Mir1264",NA
"NR_037206","ENSMUSG00000080441","Mir1249",NA
"NR_037207","ENSMUSG00000105972","Mir1843a",NA
"NR_037208","ENSMUSG00000093102","Mir3475",NA
"NR_037209","ENSMUSG00000095292","Mir344d-3",NA
"NR_037210","ENSMUSG00000080331","Mir1298",NA
"NR_037211","ENSMUSG00000092952","Mir3059",NA
"NR_037212","ENSMUSG00000092867","Mir3058",NA
"NR_037213","ENSMUSG00000092815","Mir3099",NA
"NR_037214","ENSMUSG00000093142","Mir3106",NA
"NR_037215","ENSMUSG00000092847","Mir344d-1",NA
"NR_037216","ENSMUSG00000096893","Mir344d-2",NA
"NR_037217","ENSMUSG00000093280","Mir2861",NA
"NR_037218","ENSMUSG00000092781","Mir3057",NA
"NR_037219","ENSMUSG00000093227","Mir1251",NA
"NR_037220","ENSMUSG00000093080","Mir3060",NA
"NR_037221","ENSMUSG00000092870","Mir3061",NA
"NR_037222","ENSMUSG00000092727","Mir3062",NA
"NR_037223","ENSMUSG00000093358","Mir3063",NA
"NR_037224","ENSMUSG00000093273","Mir3064",NA
"NR_037225","ENSMUSG00000105524","Mir3065",NA
"NR_037226","ENSMUSG00000093037","Mir3066",NA
"NR_037227","ENSMUSG00000092673","Mir3067",NA
"NR_037228","ENSMUSG00000105428","Mir3068",NA
"NR_037229","ENSMUSG00000106366","Mir3069",NA
"NR_037230","ENSMUSG00000095147","Mir3070a",NA
"NR_037231","ENSMUSG00000094952","Mir3070b",NA
"NR_037232","ENSMUSG00000070129","Mir3071",NA
"NR_037233","ENSMUSG00000093351","Mir3072",NA
"NR_037234","ENSMUSG00000093090","Mir3073a",NA
"NR_037235","ENSMUSG00000092741","Mir3074-1",NA
"NR_037236","ENSMUSG00000093081","Mir3075",NA
"NR_037237","ENSMUSG00000093156","Mir3076",NA
"NR_037238","ENSMUSG00000092784","Mir3077",NA
"NR_037239","ENSMUSG00000092972","Mir3078",NA
"NR_037240","ENSMUSG00000093169","Mir3079",NA
"NR_037241","ENSMUSG00000092751","Mir3080",NA
"NR_037242","ENSMUSG00000093046","Mir3081",NA
"NR_037243","ENSMUSG00000093076","Mir3082",NA
"NR_037244","ENSMUSG00000093118","Mir3083",NA
"NR_037245","ENSMUSG00000104890","Mir3084-1",NA
"NR_037246","ENSMUSG00000093234","Mir3085",NA
"NR_037247","ENSMUSG00000092813","Mir3086",NA
"NR_037248","ENSMUSG00000078026","Mir466o",NA
"NR_037249","ENSMUSG00000096027","Mir467a-2",NA
"NR_037250","ENSMUSG00000105546","Mir669a-4",NA
"NR_037251","ENSMUSG00000104734","Mir669a-5",NA
"NR_037252","ENSMUSG00000095198","Mir467a-3",NA
"NR_037253","ENSMUSG00000105330","Mir669a-6",NA
"NR_037254","ENSMUSG00000096492","Mir467a-4",NA
"NR_037255","ENSMUSG00000106027","Mir669a-7",NA
"NR_037256","ENSMUSG00000094159","Mir467a-5",NA
"NR_037257","ENSMUSG00000096134","Mir669p-1",NA
"NR_037258","ENSMUSG00000096587","Mir467a-6",NA
"NR_037259","ENSMUSG00000104652","Mir669a-8",NA
"NR_037260","ENSMUSG00000105182","Mir669a-9",NA
"NR_037261","ENSMUSG00000094688","Mir467a-7",NA
"NR_037262","ENSMUSG00000093900","Mir669p-2",NA
"NR_037263","ENSMUSG00000096512","Mir467a-8",NA
"NR_037264","ENSMUSG00000105365","Mir669a-10",NA
"NR_037265","ENSMUSG00000095222","Mir467a-9",NA
"NR_037266","ENSMUSG00000106488","Mir669a-11",NA
"NR_037267","ENSMUSG00000096894","Mir467a-10",NA
"NR_037268","ENSMUSG00000105783","Mir669a-12",NA
"NR_037269","ENSMUSG00000077991","Mir466n",NA
"NR_037270","ENSMUSG00000104741","Mir3087",NA
"NR_037271","ENSMUSG00000092832","Mir3088",NA
"NR_037272","ENSMUSG00000093091","Mir3089",NA
"NR_037273","ENSMUSG00000093338","Mir3090",NA
"NR_037274","ENSMUSG00000092827","Mir3091",NA
"NR_037275","ENSMUSG00000092695","Mir3092",NA
"NR_037276","ENSMUSG00000092988","Mir3093",NA
"NR_037277","ENSMUSG00000092862","Mir3094",NA
"NR_037278","ENSMUSG00000093293","Mir3095",NA
"NR_037280","ENSMUSG00000093097","Mir3097",NA
"NR_037281","ENSMUSG00000093157","Mir3098",NA
"NR_037282","ENSMUSG00000092659","Mir3100",NA
"NR_037283","ENSMUSG00000093348","Mir3101",NA
"NR_037284","ENSMUSG00000077869","Mir344e",NA
"NR_037285","ENSMUSG00000092921","Mir344b",NA
"NR_037286","ENSMUSG00000077107","Mir344c",NA
"NR_037287","ENSMUSG00000092850","Mir344g",NA
"NR_037288","ENSMUSG00000093108","Mir344f",NA
"NR_037289","ENSMUSG00000093296","Mir3102",NA
"NR_037290","ENSMUSG00000093215","Mir3103",NA
"NR_037291","ENSMUSG00000092652","Mir3104",NA
"NR_037292","ENSMUSG00000093221","Mir3105",NA
"NR_037293","ENSMUSG00000106471","Mir3107",NA
"NR_037294","ENSMUSG00000105458","Mir3074-2",NA
"NR_037295","ENSMUSG00000093241","Mir3108",NA
"NR_037296","ENSMUSG00000093042","Mir3109",NA
"NR_037297","ENSMUSG00000092794","Mir3110",NA
"NR_037298","ENSMUSG00000106465","Mir374c",NA
"NR_037299","ENSMUSG00000093172","Mir3112",NA
"NR_037300","ENSMUSG00000093039","Mir1912",NA
"NR_037301","ENSMUSG00000095323","Mir3470a",NA
"NR_037302","ENSMUSG00000093912","Mir3470b",NA
"NR_037304","ENSMUSG00000092880","Mir3471-1",NA
"NR_037306","ENSMUSG00000094253","Mir3471-2",NA
"NR_037309","ENSMUSG00000092917","Mir3472",NA
"NR_037311","ENSMUSG00000092752","Mir3473a",NA
"NR_037312","ENSMUSG00000093120","Mir3474",NA
"NR_037313","ENSMUSG00000084559","Mir1906-2",NA
"NR_037569","ENSMUSG00000101970","1810026B05Rik",NA
"NR_037572","ENSMUSG00000022214","Dcaf11",28199
"NR_037578","ENSMUSG00000026634","Angel2",52477
"NR_037581","ENSMUSG00000031147","Magix",54634
"NR_037589","ENSMUSG00000042396","Rbm7",67010
"NR_037590","ENSMUSG00000028173","Wls",68151
"NR_037604","ENSMUSG00000054031","Rdh18-ps",NA
"NR_037610","ENSMUSG00000020745","Pafah1b1",18472
"NR_037617","ENSMUSG00000031024","St5",76954
"NR_037622","ENSMUSG00000031922","Cep57",74360
"NR_037666","ENSMUSG00000097397","Gm16861",NA
"NR_037679","ENSMUSG00000104234","5330439B14Rik",NA
"NR_037680","ENSMUSG00000070063","Snora33",NA
"NR_037681","ENSMUSG00000080486","Snord100",NA
"NR_037682","ENSMUSG00000064540","Snord42a",NA
"NR_037683","ENSMUSG00000065676","Snord42b",NA
"NR_037690","ENSMUSG00000044457","Stk-ps2",NA
"NR_037691","ENSMUSG00000044457","Stk-ps2",NA
"NR_037692","ENSMUSG00000026224","4933407L21Rik",NA
"NR_037693","ENSMUSG00000041789","2700046A07Rik",NA
"NR_037697","ENSMUSG00000068099","1500009C09Rik",NA
"NR_037698","ENSMUSG00000068099","1500009C09Rik",NA
"NR_037865","ENSMUSG00000035569","Ankrd11",77087
"NR_037905","ENSMUSG00000024188","Luc7l",66978
"NR_037906","ENSMUSG00000024188","Luc7l",66978
"NR_037908","ENSMUSG00000039662","Icmt",57295
"NR_037920","ENSMUSG00000049576","Zfa-ps",NA
"NR_037955","ENSMUSG00000098318","Lockd",NA
"NR_037956","ENSMUSG00000098318","Lockd",NA
"NR_037957","ENSMUSG00000097290","1300002E11Rik",NA
"NR_037958","ENSMUSG00000097290","1300002E11Rik",NA
"NR_037959","ENSMUSG00000101585","1600010M07Rik",NA
"NR_037960","ENSMUSG00000097048","1600020E01Rik",NA
"NR_037961","ENSMUSG00000097048","1600020E01Rik",NA
"NR_037963","ENSMUSG00000085338","2410004I01Rik",NA
"NR_037965","ENSMUSG00000100309","Gm6644",NA
"NR_037970","ENSMUSG00000024335","Brd2",14312
"NR_037971","ENSMUSG00000100798","Gm19589",NA
"NR_037972","ENSMUSG00000049008","BB014433",NA
"NR_037973","ENSMUSG00000112739","Gm20597",NA
"NR_037975","ENSMUSG00000049349","Gm5105",NA
"NR_037976","ENSMUSG00000085653","Gm15179",NA
"NR_037977","ENSMUSG00000078706","Gm53",NA
"NR_037978","ENSMUSG00000078605","E030025P04Rik",NA
"NR_037979","ENSMUSG00000064263","Platr26",NA
"NR_037980","ENSMUSG00000097899","Gm16894",NA
"NR_037981","ENSMUSG00000079261","Gm15217",NA
"NR_037982","ENSMUSG00000097177","9330159M07Rik",NA
"NR_037983","ENSMUSG00000097177","9330159M07Rik",NA
"NR_037984","ENSMUSG00000101693","Gm19461",NA
"NR_037986","ENSMUSG00000097448","Platr22",NA
"NR_037987","ENSMUSG00000086593","Gm16548",NA
"NR_037988","ENSMUSG00000102548","Gm16701",NA
"NR_037989","ENSMUSG00000100684","Gm20268",NA
"NR_037990","ENSMUSG00000101429","BC055402",NA
"NR_037991","ENSMUSG00000107008","Gm2762",NA
"NR_037992","ENSMUSG00000036819","Jmjd4",194952
"NR_037993","ENSMUSG00000089706","B230216N24Rik",NA
"NR_037994","ENSMUSG00000101746","2310043L19Rik",NA
"NR_037995","ENSMUSG00000044062","Plekhd1os",NA
"NR_037997","ENSMUSG00000099411","2310015D24Rik",NA
"NR_037998","ENSMUSG00000097744","D030040B21Rik",NA
"NR_037999","ENSMUSG00000097519","4930558J18Rik",NA
"NR_038000","ENSMUSG00000044544","4921513I03Rik",NA
"NR_038001","ENSMUSG00000101968","1700027A15Rik",NA
"NR_038002","ENSMUSG00000101968","1700027A15Rik",NA
"NR_038003","ENSMUSG00000044544","4921513I03Rik",NA
"NR_038004","ENSMUSG00000047324","4931429P17Rik",NA
"NR_038005","ENSMUSG00000021874","4933413J09Rik",NA
"NR_038006","ENSMUSG00000051295","9630028B13Rik",NA
"NR_038007","ENSMUSG00000103577","9330162B11Rik",NA
"NR_038008","ENSMUSG00000097881","Celrr",NA
"NR_038009","ENSMUSG00000087213","2810408I11Rik",NA
"NR_038010","ENSMUSG00000020703","5530401A14Rik",NA
"NR_038012","ENSMUSG00000100553","Gm17751",NA
"NR_038013","ENSMUSG00000100553","Gm17751",NA
"NR_038014","ENSMUSG00000110647","Gm17745",NA
"NR_038015","ENSMUSG00000112709","Gm19395",NA
"NR_038016","ENSMUSG00000097069","Gm16998",NA
"NR_038017","ENSMUSG00000085723","Gm15915",NA
"NR_038018","ENSMUSG00000112503","Gm18409",NA
"NR_038019","ENSMUSG00000111962","Gm20110",NA
"NR_038020","ENSMUSG00000101969","Gm20125",NA
"NR_038021","ENSMUSG00000111052","Gm20139",NA
"NR_038022","ENSMUSG00000111052","Gm20139",NA
"NR_038023","ENSMUSG00000087480","Gm15910",NA
"NR_038024","ENSMUSG00000112493","4930486F22Rik",NA
"NR_038025","ENSMUSG00000112627","4933412E12Rik",NA
"NR_038027","ENSMUSG00000097378","B230208H11Rik",NA
"NR_038028","ENSMUSG00000097378","B230208H11Rik",NA
"NR_038029","ENSMUSG00000028009","1700061I17Rik",NA
"NR_038030","ENSMUSG00000026729","4930562F07Rik",NA
"NR_038031","ENSMUSG00000026729","4930562F07Rik",NA
"NR_038032","ENSMUSG00000085282","Gm15663",NA
"NR_038034","ENSMUSG00000110737","4930444F02Rik",NA
"NR_038035","ENSMUSG00000110737","4930444F02Rik",NA
"NR_038036","ENSMUSG00000111901","Gm6150",NA
"NR_038037","ENSMUSG00000087177","E130307A14Rik",NA
"NR_038038","ENSMUSG00000085347","Hk1os",NA
"NR_038039","ENSMUSG00000100000","1700023F02Rik",NA
"NR_038040","ENSMUSG00000112366","C730027H18Rik",NA
"NR_038042","ENSMUSG00000056821","1700028I16Rik",NA
"NR_038043","ENSMUSG00000110444","Gm10033",NA
"NR_038044","ENSMUSG00000110444","Gm10033",NA
"NR_038045","ENSMUSG00000105912","Gm10440",NA
"NR_038046","ENSMUSG00000022792","Yars2",70120
"NR_038049","ENSMUSG00000097121","D130020L05Rik",NA
"NR_038050","ENSMUSG00000097121","D130020L05Rik",NA
"NR_038052","ENSMUSG00000057021","Vmn2r-ps159",NA
"NR_038053","ENSMUSG00000040840","4930579G18Rik",NA
"NR_038055","ENSMUSG00000087410","2310065F04Rik",NA
"NR_038057","ENSMUSG00000087211","Lhx1os",NA
"NR_038058","ENSMUSG00000087574","C030037D09Rik",NA
"NR_038059","ENSMUSG00000079407","1700110I01Rik",NA
"NR_038060","ENSMUSG00000113035","5830428M24Rik",NA
"NR_038062","ENSMUSG00000032182","Yipf2",74766
"NR_038065","ENSMUSG00000083674","Zfp133-ps",NA
"NR_038067","ENSMUSG00000107741","Gm2011",NA
"NR_038073","ENSMUSG00000097769","Snhg4",NA
"NR_038074","ENSMUSG00000025237","Parp6",67287
"NR_038075","ENSMUSG00000025237","Parp6",67287
"NR_038077","ENSMUSG00000085984","1700001G11Rik",NA
"NR_038079","ENSMUSG00000102785","Gm2447",NA
"NR_038081","ENSMUSG00000111497","Raver1",NA
"NR_038082","ENSMUSG00000093460","Six3os1",NA
"NR_038083","ENSMUSG00000093460","Six3os1",NA
"NR_038084","ENSMUSG00000093460","Six3os1",NA
"NR_038085","ENSMUSG00000093460","Six3os1",NA
"NR_038086","ENSMUSG00000093460","Six3os1",NA
"NR_038088","ENSMUSG00000115783","AC161763.1",NA
"NR_038090","ENSMUSG00000105987","AI506816",NA
"NR_038092","ENSMUSG00000074365","Crxos",546024
"NR_038097","ENSMUSG00000056687","Gm11696",NA
"NR_038116","ENSMUSG00000060183","Cxcl11",56066
"NR_038126","ENSMUSG00000043644","0610009L18Rik",NA
"NR_038127","ENSMUSG00000087104","Tmem132cos",NA
"NR_038128","ENSMUSG00000087104","Tmem132cos",NA
"NR_038129","ENSMUSG00000087104","Tmem132cos",NA
"NR_038130","ENSMUSG00000113210","4930474N09Rik",NA
"NR_038136","ENSMUSG00000100001","1810007D17Rik",NA
"NR_038140","ENSMUSG00000101088","1810018F18Rik",NA
"NR_038141","ENSMUSG00000101012","1700008K24Rik",NA
"NR_038142","ENSMUSG00000101012","1700008K24Rik",NA
"NR_038143","ENSMUSG00000101012","1700008K24Rik",NA
"NR_038144","ENSMUSG00000101012","1700008K24Rik",NA
"NR_038145","ENSMUSG00000101012","1700008K24Rik",NA
"NR_038149","ENSMUSG00000101894","1700016P04Rik",NA
"NR_038151","ENSMUSG00000087590","Epb41l4aos",NA
"NR_038152","ENSMUSG00000087590","Epb41l4aos",NA
"NR_038153","ENSMUSG00000100680","1810044D09Rik",NA
"NR_038156","ENSMUSG00000097537","2610020C07Rik",NA
"NR_038157","ENSMUSG00000092570","Plut",NA
"NR_038158","ENSMUSG00000087424","5730405O15Rik",NA
"NR_038162","ENSMUSG00000086657","Stamos",NA
"NR_038163","ENSMUSG00000086126","Evx1os",NA
"NR_038165","ENSMUSG00000109644","0610005C13Rik",NA
"NR_038166","ENSMUSG00000109644","0610005C13Rik",NA
"NR_038168","ENSMUSG00000085114","1600025M17Rik",NA
"NR_038172","ENSMUSG00000097329","4931403G20Rik",NA
"NR_038173","ENSMUSG00000097329","4931403G20Rik",NA
"NR_038175","ENSMUSG00000085236","2610206C17Rik",NA
"NR_038179","ENSMUSG00000087044","1700042G15Rik",NA
"NR_038180","ENSMUSG00000085580","1700061F12Rik",NA
"NR_038181","ENSMUSG00000085197","1700125H03Rik",NA
"NR_038182","ENSMUSG00000106880","4930425K10Rik",NA
"NR_038183","ENSMUSG00000086066","4930423M02Rik",NA
"NR_038184","ENSMUSG00000087365","C430049B03Rik",NA
"NR_038185","ENSMUSG00000087365","C430049B03Rik",NA
"NR_038186","ENSMUSG00000096956","Snhg18",NA
"NR_038188","ENSMUSG00000041750","Cd1d2",12480
"NR_038189","ENSMUSG00000085197","1700125H03Rik",NA
"NR_038297","ENSMUSG00000103714","Gm20857",NA
"NR_038298","ENSMUSG00000102906","Gm20858",NA
"NR_038299","ENSMUSG00000101005","Gm20871",NA
"NR_038347","ENSMUSG00000105153","Gm3143",NA
"NR_038348","ENSMUSG00000105153","Gm3143",NA
"NR_038349","ENSMUSG00000087519","AV039307",NA
"NR_038350","ENSMUSG00000087519","AV039307",NA
"NR_038463","ENSMUSG00000085808","Gm14718",NA
"NR_038860","ENSMUSG00000046826","Fam187b",76415
"NR_039536","ENSMUSG00000105841","Mir3960",NA
"NR_039537","ENSMUSG00000106655","Mir3961",NA
"NR_039538","ENSMUSG00000104794","Mir28c",NA
"NR_039539","ENSMUSG00000092633","Mir3962",NA
"NR_039540","ENSMUSG00000092830","Mir3963",NA
"NR_039542","ENSMUSG00000092639","Mir3964",NA
"NR_039543","ENSMUSG00000105399","Mir1843b",NA
"NR_039544","ENSMUSG00000093311","Mir3965",NA
"NR_039545","ENSMUSG00000092985","Mir378b",NA
"NR_039546","ENSMUSG00000106183","Mir101c",NA
"NR_039547","ENSMUSG00000105557","Mir3966",NA
"NR_039548","ENSMUSG00000106199","Mir3967",NA
"NR_039549","ENSMUSG00000093096","Mir3968",NA
"NR_039550","ENSMUSG00000106074","Mir3969",NA
"NR_039551","ENSMUSG00000093140","Mir28b",NA
"NR_039552","ENSMUSG00000106278","Mir3970",NA
"NR_039553","ENSMUSG00000093100","Mir3971",NA
"NR_039554","ENSMUSG00000093298","Mir3473b",NA
"NR_039555","ENSMUSG00000104884","Mir5046",NA
"NR_039557","ENSMUSG00000093061","Mir5098",NA
"NR_039558","ENSMUSG00000092998","Mir5099",NA
"NR_039559","ENSMUSG00000092734","Mir5100",NA
"NR_039560","ENSMUSG00000092922","Mir5101",NA
"NR_039562","ENSMUSG00000092852","Mir5103",NA
"NR_039563","ENSMUSG00000093060","Mir5104",NA
"NR_039565","ENSMUSG00000092677","Mir5106",NA
"NR_039566","ENSMUSG00000093003","Mir3473c",NA
"NR_039567","ENSMUSG00000093327","Mir5107",NA
"NR_039568","ENSMUSG00000093017","Mir5108",NA
"NR_039570","ENSMUSG00000093278","Mir5110",NA
"NR_039572","ENSMUSG00000092638","Mir5112",NA
"NR_039573","ENSMUSG00000092868","Mir5113",NA
"NR_039574","ENSMUSG00000093315","Mir5114",NA
"NR_039576","ENSMUSG00000092787","Mir5116",NA
"NR_039578","ENSMUSG00000093292","Mir5118",NA
"NR_039579","ENSMUSG00000093176","Mir5119",NA
"NR_039580","ENSMUSG00000092761","Mir5120",NA
"NR_039581","ENSMUSG00000105913","Mir5121",NA
"NR_039582","ENSMUSG00000092745","Mir5122",NA
"NR_039583","ENSMUSG00000093087","Mir3473d",NA
"NR_039584","ENSMUSG00000096377","Mir5123",NA
"NR_039585","ENSMUSG00000093269","Mir5124a",NA
"NR_039586","ENSMUSG00000092981","Mir5125",NA
"NR_039587","ENSMUSG00000093290","Mir3572",NA
"NR_039588","ENSMUSG00000093254","Mir5126",NA
"NR_039589","ENSMUSG00000093036","Mir5127",NA
"NR_039590","ENSMUSG00000092958","Mir5128",NA
"NR_039591","ENSMUSG00000092679","Mir5129",NA
"NR_039592","ENSMUSG00000092901","Mir5130",NA
"NR_039593","ENSMUSG00000093167","Mir5131",NA
"NR_039594","ENSMUSG00000092907","Mir5132",NA
"NR_039595","ENSMUSG00000092696","Mir5133",NA
"NR_039596","ENSMUSG00000093270","Mir5134",NA
"NR_039597","ENSMUSG00000092738","Mir5135",NA
"NR_039598","ENSMUSG00000093314","Mir5136",NA
"NR_040255","ENSMUSG00000085416","1700019G24Rik",NA
"NR_040257","ENSMUSG00000087380","2210408F21Rik",NA
"NR_040258","ENSMUSG00000087380","2210408F21Rik",NA
"NR_040259","ENSMUSG00000087380","2210408F21Rik",NA
"NR_040260","ENSMUSG00000087380","2210408F21Rik",NA
"NR_040261","ENSMUSG00000087380","2210408F21Rik",NA
"NR_040262","ENSMUSG00000087380","2210408F21Rik",NA
"NR_040263","ENSMUSG00000045709","Smkr-ps",NA
"NR_040264","ENSMUSG00000045709","Smkr-ps",NA
"NR_040265","ENSMUSG00000097354","2310001H17Rik",NA
"NR_040266","ENSMUSG00000097354","2310001H17Rik",NA
"NR_040268","ENSMUSG00000097354","2310001H17Rik",NA
"NR_040269","ENSMUSG00000087403","Kantr",NA
"NR_040270","ENSMUSG00000087403","Kantr",NA
"NR_040272","ENSMUSG00000085982","9530051G07Rik",NA
"NR_040274","ENSMUSG00000097166","9330179D12Rik",NA
"NR_040275","ENSMUSG00000097166","9330179D12Rik",NA
"NR_040276","ENSMUSG00000085421","4732490B19Rik",NA
"NR_040277","ENSMUSG00000086763","Plxna4os1",NA
"NR_040278","ENSMUSG00000087231","E230016M11Rik",NA
"NR_040279","ENSMUSG00000086552","Dlx4os",NA
"NR_040280","ENSMUSG00000085162","Gm12295",NA
"NR_040281","ENSMUSG00000089759","3632454L22Rik",NA
"NR_040282","ENSMUSG00000089759","3632454L22Rik",NA
"NR_040283","ENSMUSG00000089759","3632454L22Rik",NA
"NR_040284","ENSMUSG00000086789","Lyrm7os",NA
"NR_040285","ENSMUSG00000085568","Gm14858",NA
"NR_040286","ENSMUSG00000078640","Gm11627",NA
"NR_040287","ENSMUSG00000097924","A730020E08Rik",NA
"NR_040290","ENSMUSG00000102416","4933424G06Rik",NA
"NR_040292","ENSMUSG00000101655","2310040G24Rik",NA
"NR_040293","ENSMUSG00000101655","2310040G24Rik",NA
"NR_040295","ENSMUSG00000087296","Gm12130",NA
"NR_040296","ENSMUSG00000108239","Gm19434",NA
"NR_040297","ENSMUSG00000108237","Gm19757",NA
"NR_040300","ENSMUSG00000086212","Mkln1os",NA
"NR_040301","ENSMUSG00000108072","Gm20362",NA
"NR_040302","ENSMUSG00000108072","Gm20362",NA
"NR_040303","ENSMUSG00000104117","Gm20743",NA
"NR_040304","ENSMUSG00000100459","Gm5833",NA
"NR_040305","ENSMUSG00000097615","Gm2061",NA
"NR_040308","ENSMUSG00000073652","Apol7d",NA
"NR_040309","ENSMUSG00000060530","A930017M01Rik",NA
"NR_040310","ENSMUSG00000101113","1700025B11Rik",NA
"NR_040311","ENSMUSG00000097023","Mir9-3hg",NA
"NR_040312","ENSMUSG00000097023","Mir9-3hg",NA
"NR_040313","ENSMUSG00000097023","Mir9-3hg",NA
